LTS,OOP,coffee,collaborative,comments,comparative_ratio,desktop,experience,functional_programming,gamer,graphical_app,indentation,limited_sleep,multiplatform,online_documentation,performance,simple_syntax,video_game,class
No,Yes,No,No,18.16,0.9361,No,1.7,No,No,Yes,No,No,Yes,No,No,No,No,python
Yes,No,Yes,Yes,22.80,0.9728,No,3.3,No,No,No,No,Yes,No,No,No,Yes,No,python
Yes,No,Yes,No,14.23,1.1161,Yes,3.4,No,No,No,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,15.28,0.9160,Yes,12.8,No,Yes,No,Yes,Yes,Yes,No,No,No,No,python
Yes,No,Yes,Yes,20.84,1.0281,No,13.7,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,python
Yes,No,No,No,14.63,1.0109,No,11.8,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,No,No,No,26.06,1.0712,Yes,7.2,No,Yes,No,No,No,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,27.44,1.0220,No,5.0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,16.76,1.0411,Yes,10.3,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,16.35,1.0092,No,14.6,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,15.40,1.0594,Yes,12.4,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,No,No,23.03,0.9306,No,0.8,No,No,No,No,Yes,Yes,No,No,Yes,Yes,python
Yes,Yes,No,No,26.89,1.0072,Yes,9.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,No,No,15.56,0.9892,No,9.2,No,Yes,No,Yes,No,Yes,No,No,Yes,No,python
Yes,No,Yes,Yes,23.55,0.9583,No,4.4,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,python
Yes,Yes,Yes,No,21.97,0.9978,No,11.1,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,19.82,0.9799,No,11.7,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,Yes,16.06,1.0519,Yes,11.4,No,No,No,No,Yes,No,No,No,Yes,No,python
Yes,No,No,No,16.87,1.0080,Yes,8.5,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,28.70,1.0041,Yes,9.0,No,No,No,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,23.39,0.9733,No,12.1,No,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,No,No,15.07,0.9631,No,7.7,No,No,Yes,No,Yes,No,No,No,Yes,No,python
Yes,Yes,Yes,No,23.14,1.0913,Yes,2.0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,Yes,Yes,21.48,1.0158,Yes,14.1,No,No,Yes,Yes,Yes,No,No,No,Yes,No,python
Yes,No,Yes,Yes,23.92,0.9729,No,13.5,No,Yes,No,Yes,Yes,Yes,No,No,No,No,python
Yes,No,Yes,No,13.41,1.0119,Yes,6.5,No,No,No,No,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,Yes,15.55,0.9413,No,9.7,No,Yes,No,No,No,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,19.55,0.9740,No,4.3,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,Yes,Yes,Yes,27.06,1.0008,Yes,9.7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,19.29,0.9732,No,11.1,No,Yes,No,Yes,No,No,Yes,No,Yes,No,python
Yes,No,No,No,10.82,1.0602,No,4.5,No,Yes,No,No,No,Yes,Yes,No,No,No,python
Yes,Yes,No,No,17.80,0.9615,No,5.2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,No,9.92,0.9637,No,7.5,No,Yes,No,No,Yes,Yes,No,No,Yes,No,python
Yes,No,Yes,No,22.79,1.0438,No,3.7,No,Yes,No,No,Yes,No,No,No,No,No,python
Yes,No,Yes,Yes,17.59,1.1059,Yes,13.2,No,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,No,18.56,1.0334,No,12.5,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,12.82,1.0209,No,7.9,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,14.99,1.0390,Yes,5.7,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
No,No,No,Yes,14.18,0.9431,Yes,5.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,No,21.35,0.9209,No,4.1,No,No,No,Yes,No,Yes,Yes,No,No,No,python
Yes,Yes,No,No,22.92,0.9554,No,7.4,No,Yes,No,Yes,Yes,No,No,No,No,No,python
Yes,No,No,Yes,11.03,0.9760,No,10.0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,python
Yes,No,Yes,Yes,29.53,1.0151,Yes,3.1,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,20.03,1.0024,Yes,5.9,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,python
Yes,Yes,No,No,28.10,1.0806,Yes,10.9,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,python
Yes,Yes,No,No,27.05,1.0143,Yes,9.6,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,python
Yes,Yes,No,No,22.40,0.9670,No,2.5,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,Yes,17.36,1.0270,Yes,12.4,Yes,Yes,No,No,No,No,No,No,Yes,No,python
Yes,No,No,Yes,29.43,1.0851,Yes,14.1,No,Yes,No,No,No,No,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,24.56,1.0046,No,11.2,No,No,Yes,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,15.48,0.9824,Yes,11.4,Yes,No,No,No,No,No,Yes,Yes,Yes,No,python
Yes,Yes,No,Yes,13.55,0.9822,No,10.1,No,Yes,No,Yes,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,20.77,0.9962,Yes,3.5,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,python
No,No,Yes,No,19.90,0.9541,No,0.3,No,Yes,No,No,No,No,Yes,No,No,No,python
Yes,No,Yes,No,28.54,0.9537,No,14.6,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,28.31,1.0636,Yes,0.9,Yes,Yes,No,No,No,No,No,No,Yes,No,python
Yes,No,Yes,No,18.94,0.9812,Yes,4.4,No,No,No,No,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,31.06,0.9417,No,0.6,No,No,No,No,No,Yes,Yes,No,No,No,python
No,Yes,Yes,No,17.13,0.9428,No,5.9,No,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,Yes,19.79,0.9896,No,4.8,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,Yes,16.79,1.0055,Yes,8.4,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,No,Yes,30.37,0.9807,No,7.4,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
No,No,Yes,No,21.71,1.0210,No,9.4,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,Yes,15.97,0.9265,No,9.8,No,Yes,No,No,Yes,No,No,No,Yes,No,python
Yes,No,Yes,Yes,21.21,1.0746,Yes,7.9,Yes,No,No,No,Yes,No,No,Yes,Yes,No,python
Yes,No,Yes,Yes,18.29,0.9696,No,12.1,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,No,Yes,14.83,1.0293,Yes,6.7,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,No,Yes,29.57,0.9818,Yes,2.0,No,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,No,Yes,29.77,0.9787,Yes,6.0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,No,19.34,1.0700,Yes,0.7,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,python
Yes,Yes,No,No,23.94,1.0162,No,1.2,No,Yes,No,No,No,Yes,Yes,Yes,No,No,python
Yes,Yes,Yes,No,19.82,1.0262,Yes,8.3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,No,18.68,1.0353,Yes,4.6,No,No,Yes,Yes,No,No,Yes,No,No,No,python
